id,title,company,location,url,source,company_type,fit_score,apply_flag,posted_date,status,applied_at,notes
cleo_ai_tech_partner_manager_2026_05_06,Tech Partner Manager,Cleo AI,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
jpmorgan_ai_manager_2026_05_06,AI Manager,JPMorgan,,,manual_import,big-finance,,0,2026-05-06,no_reply,2026-05-06,
decagon_business_value_consultant_2026_05_06,Business Value Consultant,Decagon,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
vercel_startup_accelerator_manager_2026_05_06,Startup Accelerator Manager,Vercel,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
ramp_manager__partner_success_strategy___operations_2026_05_06,"Manager, Partner Success Strategy & Operations",Ramp,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
distyl_ai_strategist__all_levels__2026_05_06,AI Strategist (All Levels),Distyl,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
scope_forward_deploy_engineer_2026_05_06,Forward Deploy Engineer,Scope,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
strella_strategy___operations_manager_2026_05_06,Strategy & Operations Manager,Strella,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
normal_deployment_strategist_lead_2026_05_06,Deployment Strategist Lead,Normal,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
lawhive_founder_s_office_2026_05_06,Founder's Office,Lawhive,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
pallett_deployment_strategist__ai_team__2026_05_06,Deployment Strategist (AI Team),Pallett,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
hebbia_ai_strategist_2026_05_06,AI Strategist,Hebbia,,,manual_import,ai-startup,,0,2026-05-06,rejected_interview,,Round 2 — team member — Eliminated after round 2 team member interview.
logic_monitor_chief_of_staff_2026_05_06,Chief of Staff,Logic Monitor,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
adaptive_ai_product_operations_associate_2026_05_06,AI Product Operations Associate,Adaptive,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
towerbrook_ai_ops_2026_05_06,AI Ops,Towerbrook,,,manual_import,vc-firm,,0,2026-05-06,no_reply,2026-05-06,
overview_gtm_builder_2026_05_06,GTM Builder,Overview,,,manual_import,ai-startup,,0,2026-05-06,no_reply,2026-05-06,
nscale_strategic_operations_lead__office_of_the_ceo_2026_05_07,"Strategic Operations Lead, Office of the CEO",Nscale,,,manual_import,ai-startup,,0,2026-05-07,no_reply,2026-05-07,
dobs_ai_chief_of_staff_2026_05_07,Chief of Staff,Dobs.ai,,,manual_import,ai-startup,,0,2026-05-07,no_reply,2026-05-07,
raycon_chief_of_staff_2026_05_07,Chief of Staff,Raycon,,,manual_import,ai-startup,,0,2026-05-07,no_reply,2026-05-07,
boi_ai_transformation_lead_2026_05_07,AI Transformation Lead,BOI,,,manual_import,startup,,0,2026-05-07,no_reply,2026-05-07,
opencall_chief_of_staff_2026_05_11,Chief of Staff,Opencall,,,manual_import,ai-startup,,0,2026-05-11,no_reply,2026-05-11,
gen__2026_05_11,(not recorded),Gen,,,manual_import,startup,,0,2026-05-11,no_reply,2026-05-11,
adaptive_product_ops_manager_2026_05_11,Product Ops Manager,Adaptive,,,manual_import,ai-startup,,0,2026-05-11,no_reply,2026-05-11,
pleo_strategic_program_manager_2026_05_11,Strategic Program Manager,Pleo,,,manual_import,ai-startup,,0,2026-05-11,no_reply,2026-05-11,
mytos_chief_of_staff_2026_05_11,Chief of Staff,Mytos,,,manual_import,ai-startup,,0,2026-05-11,no_reply,2026-05-11,
heron_data_product_manager_2026_05_11,Product Manager,Heron Data,,,manual_import,ai-startup,,0,2026-05-11,no_reply,2026-05-11,
clay_gtm_2026_05_11,GTM,Clay,,,manual_import,startup,,0,2026-05-11,no_reply,2026-05-11,
wayve_strategic_partnership_manager_2026_05_11,Strategic Partnership Manager,Wayve,,,manual_import,ai-startup,,0,2026-05-11,no_reply,2026-05-11,
wayve_release_manager_2026_05_11,Release Manager,Wayve,,,manual_import,ai-startup,,0,2026-05-11,no_reply,2026-05-11,
wayve_technical_operations_manager_2026_05_11,Technical Operations Manager,Wayve,,,manual_import,ai-startup,,0,2026-05-11,no_reply,2026-05-11,
wayve_robotaxi_technical_operations_2026_05_11,Robotaxi Technical Operations,Wayve,,,manual_import,ai-startup,,0,2026-05-11,no_reply,2026-05-11,
ramp_ai_ops_specialist_2026_05_11,AI Ops Specialist,Ramp,,,manual_import,ai-startup,,0,2026-05-11,no_reply,2026-05-11,
dentsu_corp_strategy_2026_05_12,Corp Strategy,Dentsu,,,manual_import,big-finance,,0,2026-05-12,no_reply,2026-05-12,
eucalyptus_strategy___ops_manager__expansion__uk_2026_05_12,Strategy & Ops Manager (Expansion) UK,Eucalyptus,,,manual_import,ai-startup,,0,2026-05-12,no_reply,2026-05-12,
wolt_strategy___ops_2026_05_12,Strategy & Ops,Wolt,,,manual_import,ai-startup,,0,2026-05-12,no_reply,2026-05-12,
ankar_gtm_delivery_2026_05_12,GTM Delivery,Ankar,,,manual_import,ai-startup,,0,2026-05-12,no_reply,2026-05-12,
wise_regional_strategy_lead_2026_05_12,Regional Strategy Lead,Wise,,,manual_import,fintech,,0,2026-05-12,no_reply,2026-05-12,
multiplex_product_owner__data___ai__2026_05_12,Product Owner (Data & AI),Multiplex,,,manual_import,ai-startup,,0,2026-05-12,no_reply,2026-05-12,
nooks_ai_deployment_strategist_2026_05_12,AI Deployment Strategist,Nooks,,,manual_import,ai-startup,,0,2026-05-12,no_reply,2026-05-12,
writer_ai_deployment_engineer_2026_05_12,AI Deployment Engineer,Writer,,,manual_import,ai-startup,,0,2026-05-12,no_reply,2026-05-12,
bolt_ops_manager_2026_05_12,Ops Manager,Bolt,,,manual_import,ai-startup,,0,2026-05-12,no_reply,2026-05-12,
coreweave_product_growth_strategist_2026_05_12,Product Growth Strategist,Coreweave,,,manual_import,ai-startup,,0,2026-05-12,no_reply,2026-05-12,
lovable_deployment_strategist_2026_05_12,Deployment Strategist,Lovable,,,manual_import,ai-startup,,0,2026-05-12,no_reply,2026-05-12,
fever_strategy_and_ops_2026_05_12,Strategy and Ops,Fever,,,manual_import,startup,,0,2026-05-12,no_reply,2026-05-12,
revolut_ops_manager_2026_05_12,Ops Manager,Revolut,,,manual_import,fintech,,0,2026-05-12,no_reply,2026-05-12,
alloy_strategy_ops_2026_05_13,Strategy Ops,Alloy,,,manual_import,ai-startup,,0,2026-05-13,no_reply,2026-05-13,
walker_hamill_chief_of_staff_2026_05_13,Chief of Staff,Walker Hamill,,,manual_import,vc-firm,,0,2026-05-13,no_reply,2026-05-13,
meticulous_head_of_ops_2026_05_13,Head of Ops,Meticulous,,,manual_import,ai-startup,,0,2026-05-13,no_reply,2026-05-13,
trading_hub_business_manager_2026_05_13,Business Manager,Trading Hub,,,manual_import,big-finance,,0,2026-05-13,no_reply,2026-05-13,
endava_strategy_2026_05_13,Strategy,Endava,,,manual_import,big-finance,,0,2026-05-13,no_reply,2026-05-13,
romi_ops_lead__founder_s_associate__2026_05_13,Ops Lead (Founder's Associate),Romi,,,manual_import,ai-startup,,0,2026-05-13,no_reply,2026-05-13,
carwow_strategy_and_corp_dev_associate_2026_05_13,Strategy and Corp Dev Associate,Carwow,,,manual_import,ai-startup,,0,2026-05-13,no_reply,2026-05-13,
liberty_global_business_ops_ceo_office_2026_05_13,Business Ops CEO Office,Liberty Global,,,manual_import,ai-startup,,0,2026-05-13,no_reply,2026-05-13,
initi8_chief_of_staff_2026_05_13,Chief of Staff,Initi8,,,manual_import,ai-startup,,0,2026-05-13,no_reply,2026-05-13,
plum_founder_associate_2026_05_13,Founder Associate,Plum,,,manual_import,ai-startup,,0,2026-05-13,no_reply,2026-05-13,
turnkey_bizops_2026_05_13,BizOps,Turnkey,,,manual_import,ai-startup,,0,2026-05-13,no_reply,2026-05-13,
vts_chief_of_staff_2026_05_13,Chief of Staff,VTS,,,manual_import,ai-startup,,0,2026-05-13,no_reply,2026-05-13,
lendable_cos_to_cto_2026_05_14,CoS to CTO,Lendable,,,manual_import,ai-startup,,0,2026-05-14,no_reply,2026-05-14,
cartesia_gtm_strategist_2026_05_16,GTM Strategist,Cartesia,,,manual_import,ai-startup,,0,2026-05-16,withdrawn,,Self-removed — Self-removed after assessment. Not a good fit.
depthfirst_biz_ops_2026_05_16,Biz Ops,Depthfirst,,,manual_import,vc-firm,,0,2026-05-16,no_reply,2026-05-16,
ctrl_alt_product_ops_manager_2026_05_16,Product Ops Manager,Ctrl Alt,,,manual_import,ai-startup,,0,2026-05-16,no_reply,2026-05-16,
zenos_ops_2026_05_17,Ops,Zenos,,,manual_import,ai-startup,,0,2026-05-17,no_reply,2026-05-17,
wd_chief_of_staff_2026_05_17,Chief of Staff,WD,,,manual_import,startup,,0,2026-05-17,no_reply,2026-05-17,
ghost_chief_of_staff_2026_05_17,Chief of Staff,Ghost,,,manual_import,startup,,0,2026-05-17,no_reply,2026-05-17,
formic_chief_of_staff_2026_05_17,Chief of Staff,Formic,,,manual_import,ai-startup,,0,2026-05-17,no_reply,2026-05-17,
ebay_strategy___operations_manager_2026_05_17,Strategy & Operations Manager,eBay,,,manual_import,startup,,0,2026-05-17,no_reply,2026-05-17,
axon_chief_of_staff_2026_05_17,Chief of Staff,Axon,,,manual_import,ai-startup,,0,2026-05-17,no_reply,2026-05-17,
core_chief_of_staff_2026_05_17,Chief of Staff,Core,,,manual_import,startup,,0,2026-05-17,no_reply,2026-05-17,
cfgi_cos_to_coo_2026_05_17,CoS to COO,CFGI,,,manual_import,big-finance,,0,2026-05-17,no_reply,2026-05-17,
writer_ai_deployment_engineer_2026_05_17,AI Deployment Engineer,Writer,,,manual_import,ai-startup,,0,2026-05-17,no_reply,2026-05-17,
actively_ai_agent_ops_lead_2026_05_17,Agent Ops Lead,Actively AI,,,manual_import,ai-startup,,0,2026-05-17,no_reply,2026-05-17,
togather_ai_ops_2026_05_17,AI Ops,Togather,,,manual_import,ai-startup,,0,2026-05-17,no_reply,2026-05-17,
nooks_ai_deployment_strategist_2026_05_17,AI Deployment Strategist,Nooks,,,manual_import,ai-startup,,0,2026-05-17,no_reply,2026-05-17,
9fin_ai_fluency_lead_2026_05_18,AI Fluency Lead,9fin,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
solveai_forward_deployed_engineer_2026_05_18,Forward Deployed Engineer,SolveAI,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
yobiai_bizops_and_strategy_2026_05_18,BizOps and Strategy,YobiAI,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
glossgenius_strategy___ops_2026_05_18,Strategy & Ops,GlossGenius,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
personio_sr__customer_business_manager_2026_05_18,Sr. Customer Business Manager,Personio,,,manual_import,startup,,0,2026-05-18,no_reply,2026-05-18,
causaly_strategic_solutions___market_expansions_lead___emea_2026_05_18,Strategic Solutions & Market Expansions Lead - EMEA,Causaly,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
equals_product_manager_2026_05_18,Product Manager,Equals,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
orbital_product_manager_2026_05_18,Product Manager,Orbital,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
flex_strategy___ops_2026_05_18,Strategy & Ops,Flex,,,manual_import,startup,,0,2026-05-18,no_reply,2026-05-18,
physical_intelligence_strategy___ops_2026_05_18,Strategy & Ops,Physical Intelligence,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
talentpluto_strategy___ops_2026_05_18,Strategy & Ops,TalentPluto,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
cerberus_capital_ai_deployment_strategist_2026_05_18,AI Deployment Strategist,Cerberus Capital,,,manual_import,big-finance,,0,2026-05-18,no_reply,2026-05-18,
stripe_product_manager__gtm_2026_05_18,"Product Manager, GTM",Stripe,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
beacon_software_portfolio_pm_2026_05_18,Portfolio PM,Beacon Software,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
databricks_deployment_strategist_2026_05_18,Deployment Strategist,Databricks,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
condukt_agent_deployment_strategist_2026_05_18,Agent Deployment Strategist,Condukt,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
magnitude_consulting_deployment_strategist_2026_05_18,Deployment Strategist,Magnitude Consulting,,,manual_import,ai-startup,,0,2026-05-18,no_reply,2026-05-18,
kana_ai_solutions_lead_2026_05_20,AI Solutions Lead,Kana,,,manual_import,ai-startup,,0,2026-05-20,no_reply,2026-05-20,
tabs_product_launch_manager_2026_05_20,Product Launch Manager,Tabs,,,manual_import,ai-startup,,0,2026-05-20,no_reply,2026-05-20,
lendable_product_manager_2026_05_20,Product Manager,Lendable,,,manual_import,ai-startup,,0,2026-05-20,no_reply,2026-05-20,
plaid_integration_operations_program_manager_2026_05_20,Integration Operations Program Manager,Plaid,,,manual_import,ai-startup,,0,2026-05-20,no_reply,2026-05-20,
solveai_deployment_strategist_2026_05_20,Deployment Strategist,SolveAI,,,manual_import,ai-startup,,0,2026-05-20,no_reply,2026-05-20,
happyrobot_deployment_strategist_2026_05_20,Deployment Strategist,HappyRobot,,,manual_import,ai-startup,,0,2026-05-20,no_reply,2026-05-20,
openai_deployment_strategist_2026_05_20,Deployment Strategist,OpenAI,,,manual_import,top-ai-lab,,0,2026-05-20,no_reply,2026-05-20,
normal_deployment_strategist_2026_05_20,Deployment Strategist,Normal,,,manual_import,ai-startup,,0,2026-05-20,no_reply,2026-05-20,
nsave_founder_s_associate_2026_05_20,Founder's Associate,Nsave,,,manual_import,ai-startup,,0,2026-05-20,no_reply,2026-05-20,
cursor_ai_deployment_manager_2026_05_20,AI Deployment Manager,Cursor,,,manual_import,ai-startup,,0,2026-05-20,no_reply,2026-05-20,
morgan_stanley_product_manager___ai_and_transformation_strategy_2026_05_20,Product Manager - AI and Transformation Strategy,Morgan Stanley,,,manual_import,big-finance,,0,2026-05-20,no_reply,2026-05-20,
condukt_agentic_product_owner_2026_05_20,Agentic Product Owner,Condukt,,,manual_import,ai-startup,,0,2026-05-20,no_reply,2026-05-20,
beazley_product_owner_2026_05_20,Product Owner,Beazley,,,manual_import,big-finance,,0,2026-05-20,no_reply,2026-05-20,
ethos_strategic_project_lead_2026_05_20,Strategic Project Lead,Ethos,,,manual_import,ai-startup,,0,2026-05-20,no_reply,2026-05-20,
tracelight_ai_deployment_team_2026_05_23,AI Deployment Team,Tracelight,,,manual_import,ai-startup,,0,2026-05-23,no_reply,2026-05-23,
wise_ai_implementation_senior_manager__tgs_2026_05_23,"AI Implementation Senior Manager, TGS",Wise,,,manual_import,fintech,,0,2026-05-23,no_reply,2026-05-23,
glean_ai_outcomes_manager__london_2026_05_23,"AI Outcomes Manager, London",Glean,,,manual_import,ai-startup,,0,2026-05-23,no_reply,2026-05-23,
glean_ai_outcomes_manager__west_2026_05_23,"AI Outcomes Manager, West",Glean,,,manual_import,ai-startup,,0,2026-05-23,no_reply,2026-05-23,
pallett_chief_of_staff_2026_05_24,Chief of Staff,Pallett,,,manual_import,ai-startup,,0,2026-05-24,no_reply,2026-05-24,
sphinx_chief_of_staff_2026_05_24,Chief of Staff,Sphinx,,,manual_import,ai-startup,,0,2026-05-24,no_reply,2026-05-24,
tts_founder_s_associate_2026_05_24,Founder's Associate,TTS,,,manual_import,startup,,0,2026-05-24,no_reply,2026-05-24,
rsm_ai_transformation_leader_2026_05_24,AI Transformation Leader,RSM,,,manual_import,big-finance,,0,2026-05-24,no_reply,2026-05-24,
centellic_senior_strategy_manager_2026_05_24,Senior Strategy Manager,Centellic,,,manual_import,ai-startup,,0,2026-05-24,no_reply,2026-05-24,
jpmorgan_ai_strategist_2026_05_24,AI Strategist,JPMorgan,,,manual_import,big-finance,,0,2026-05-24,no_reply,2026-05-24,
encord_deployment_strategist_2026_05_24,Deployment Strategist,Encord,,,manual_import,ai-startup,,0,2026-05-24,no_reply,2026-05-24,
serval_gtm_strategy___ops_manager__customer__2026_05_24,GTM Strategy & Ops Manager (Customer),Serval,,,manual_import,ai-startup,,0,2026-05-24,no_reply,2026-05-24,
actively_ai_agent_engagement_manager_2026_05_24,Agent Engagement Manager,Actively AI,,,manual_import,ai-startup,,0,2026-05-24,no_reply,2026-05-24,
attio_product_2026_05_25,Product,Attio,,,manual_import,ai-startup,,0,2026-05-25,no_reply,2026-05-25,
lloyds_bank_ai_strategy_lead_2026_05_25,AI Strategy Lead,Lloyds Bank,,,manual_import,big-finance,,0,2026-05-25,no_reply,2026-05-25,
anthropic_applied_ai_architect__startups_2026_05_25,"Applied AI Architect, Startups",Anthropic,,,manual_import,top-ai-lab,,0,2026-05-25,no_reply,2026-05-25,
anthropic_forward_deployed_engineer__applied_ai_2026_05_25,"Forward Deployed Engineer, Applied AI",Anthropic,,,manual_import,top-ai-lab,,0,2026-05-25,no_reply,2026-05-25,
anthropic_applied_ai_architect__commercial_2026_05_25,"Applied AI Architect, Commercial",Anthropic,,,manual_import,top-ai-lab,,0,2026-05-25,no_reply,2026-05-25,
anthropic_applied_ai_architect__enterprise_tech_2026_05_25,"Applied AI Architect, Enterprise Tech",Anthropic,,,manual_import,top-ai-lab,,0,2026-05-25,no_reply,2026-05-25,
openai_ai_deployment_engineer___chatgpt_ecosystem_2026_05_25,AI Deployment Engineer - ChatGPT Ecosystem,OpenAI,,,manual_import,top-ai-lab,,0,2026-05-25,no_reply,2026-05-25,
scale_ai_ai_deployment_strategist__enterprise_2026_05_26,"AI Deployment Strategist, Enterprise",Scale AI,,,manual_import,ai-startup,,0,2026-05-26,no_reply,2026-05-26,
moment_strategy___ops_leader_2026_05_27,Strategy & Ops Leader,Moment,,,manual_import,ai-startup,,0,2026-05-27,no_reply,2026-05-27,
seamflow_product_engineer_2026_05_27,Product Engineer,Seamflow,,,manual_import,ai-startup,,0,2026-05-27,no_reply,2026-05-27,
glossgenius_strategy___operations_manager_2026_05_27,Strategy & Operations Manager,GlossGenius,,,manual_import,ai-startup,,0,2026-05-27,no_reply,2026-05-27,
morgan_stanley_ai_product_manager_2026_05_28,AI Product Manager,Morgan Stanley,,,manual_import,big-finance,,0,2026-05-28,no_reply,2026-05-28,
meticulous_gtm_operator_2026_05_28,GTM Operator,Meticulous,,,manual_import,ai-startup,,0,2026-05-28,no_reply,2026-05-28,
ankar_founder_associate_2026_05_28,Founder Associate,Ankar,,,manual_import,ai-startup,,0,2026-05-28,no_reply,2026-05-28,
apron_gtm_engineer_2026_05_28,GTM Engineer,Apron,,,manual_import,ai-startup,,0,2026-05-28,no_reply,2026-05-28,
mistral_ai_ai_deployment_strategist__ai4engineering___emea_2026_05_28,"AI Deployment Strategist, AI4Engineering - EMEA",Mistral AI,,,manual_import,ai-startup,,0,2026-05-28,no_reply,2026-05-28,
liberis_product_ops_manager_2026_05_28,Product Ops Manager,Liberis,,,manual_import,ai-startup,,0,2026-05-28,no_reply,2026-05-28,
meticulous_founder_associate_2026_05_28,Founder Associate,Meticulous,,,manual_import,ai-startup,,0,2026-05-28,no_reply,2026-05-28,
revolut_ai_deployment_engineer_2026_05_28,AI Deployment Engineer,Revolut,,,manual_import,fintech,,0,2026-05-28,no_reply,2026-05-28,
bending_spoons_office_of_the_ceo_2026_05_28,Office of the CEO,Bending Spoons,,,manual_import,startup,,0,2026-05-28,rejected_interview,,Round 1 — automated logic test — Eliminated on automated skill/logic test in round 1.
scale_ai_strategic_project_lead__gen_ai_2026_05_28,"Strategic Project Lead, Gen AI",Scale AI,,,manual_import,ai-startup,,0,2026-05-28,rejected_interview,,Round 2 — live SQL case — Eliminated on live SQL case round 2.
abound_chief_of_staff_to_cto_2026_05_30,Chief of Staff to CTO,Abound,,,manual_import,ai-startup,,0,2026-05-30,no_reply,2026-05-30,
modelml_strategy_and_ops_2026_05_31,Strategy and Ops,ModelML,,,manual_import,ai-startup,,0,2026-05-31,no_reply,2026-05-31,
tenex_ai_strategist_2026_05_31,AI Strategist,Tenex,,,manual_import,ai-startup,,0,2026-05-31,rejected_interview,,"Round 2 — team member — Close call, tough decision. Eliminated after round 2 team member interview."
cognition_applied_ai_transformation_manager_2026_05_31,Applied AI Transformation Manager,Cognition,,,manual_import,ai-startup,,0,2026-05-31,no_reply,2026-05-31,
tabs_ai_strategist__all_levels__2026_06_01,AI Strategist (All Levels),Tabs,,,manual_import,ai-startup,,0,2026-06-01,no_reply,2026-06-01,
airbnb_senior_growth___operations_manager__emea_2026_06_02,"Senior Growth & Operations Manager, EMEA",Airbnb,,,manual_import,big-tech,,0,2026-06-02,no_reply,2026-06-02,
h_catalyst___special_projects__ceo_s_office___us_2026_06_03,"Catalyst - Special Projects, CEO's Office - US",H,,,manual_import,startup,,0,2026-06-03,no_reply,2026-06-03,
pigment_ai_deployment_strategist_2026_06_03,AI Deployment Strategist,Pigment,,,manual_import,ai-startup,,0,2026-06-03,no_reply,2026-06-03,
plaid_scaled_account_manager_2026_06_03,Scaled Account Manager,Plaid,,,manual_import,ai-startup,,0,2026-06-03,no_reply,2026-06-03,
tiktok_strategy_and_operations_manager__creative_product__eui_2026_06_03,"Strategy and Operations Manager, Creative Product, EUI",TikTok,,,manual_import,big-tech,,0,2026-06-03,no_reply,2026-06-03,
monzo_chief_of_staff_2026_06_03,Chief of Staff,Monzo,,,manual_import,ai-startup,,0,2026-06-03,no_reply,2026-06-03,
openai_ai_deployment_engineer__large_enterprise_2026_06_03,"AI Deployment Engineer, Large Enterprise",OpenAI,,,manual_import,top-ai-lab,,0,2026-06-03,no_reply,2026-06-03,
lendable_strategy_and_operations_manager_2026_06_08,Strategy and Operations Manager,Lendable,,,manual_import,ai-startup,,0,2026-06-08,no_reply,2026-06-08,
monzo_strategic_project_lead_2026_06_08,Strategic Project Lead,Monzo,,,manual_import,ai-startup,,0,2026-06-08,no_reply,2026-06-08,
notion_central_gtm_strategy___operations_manager_2026_06_08,Central GTM Strategy & Operations Manager,Notion,,,manual_import,ai-startup,,0,2026-06-08,no_reply,2026-06-08,
graphcore_business_transformation_lead_2026_06_08,Business Transformation Lead,Graphcore,,,manual_import,ai-startup,,0,2026-06-08,no_reply,2026-06-08,
tyea_strategy_manager_2026_06_09,Strategy Manager,Tyea,,,manual_import,ai-startup,,0,2026-06-09,no_reply,2026-06-09,
magentic_deployment_strategist_2026_06_09,Deployment Strategist,Magentic,,,manual_import,ai-startup,,0,2026-06-09,no_reply,2026-06-09,
revolut_product_owner__technical__2026_06_16,Product Owner (Technical),Revolut,,,manual_import,fintech,,0,2026-06-16,no_reply,2026-06-16,
revolut_product_strategy_manager_2026_06_16,Product Strategy Manager,Revolut,,,manual_import,fintech,,0,2026-06-16,no_reply,2026-06-16,
revolut_product_owner_sprint_2026_06_16,Product Owner Sprint,Revolut,,,manual_import,fintech,,0,2026-06-16,no_reply,2026-06-16,
planlab_delivery_lead_2026_06_16,Delivery Lead,PlanLab,,,manual_import,ai-startup,,0,2026-06-16,no_reply,2026-06-16,
emerge_capital_head_of_platform_2026_06_16,Head of Platform,Emerge Capital,,,manual_import,vc-firm,,0,2026-06-16,no_reply,2026-06-16,
juniorai_ai_deployment_lead_2026_06_16,AI Deployment Lead,JuniorAI,,,manual_import,ai-startup,,0,2026-06-16,no_reply,2026-06-16,
cursor_ai_deployment_manager_2026_06_16,AI Deployment Manager,Cursor,,,manual_import,ai-startup,,0,2026-06-16,no_reply,2026-06-16,
conduct_ai_operations_engineer_2026_06_18,AI Operations Engineer,Conduct,,,manual_import,ai-startup,,0,2026-06-18,no_reply,2026-06-18,
condukt_agent_deployment_strategist_2026_06_18,Agent Deployment Strategist,Condukt,,,manual_import,ai-startup,,0,2026-06-18,no_reply,2026-06-18,
relay_chief_of_staff_associate_2026_06_18,Chief of Staff Associate,Relay,,,manual_import,ai-startup,,0,2026-06-18,no_reply,2026-06-18,
seamflow_deployment_strategist_2026_06_18,Deployment Strategist,Seamflow,,,manual_import,ai-startup,,0,2026-06-18,no_reply,2026-06-18,
marsh_product_strategy_analyst___london_2026_06_18,Product Strategy Analyst - London,Marsh,,,manual_import,big-finance,,0,2026-06-18,no_reply,2026-06-18,
softserve_product_strategist_2026_06_18,Product Strategist,Softserve,,,manual_import,ai-startup,,0,2026-06-18,no_reply,2026-06-18,
cogna_solution_strategist_2026_06_18,Solution Strategist,Cogna,,,manual_import,ai-startup,,0,2026-06-18,no_reply,2026-06-18,
buro_happold_manager___digital_strategy___transformation_2026_06_18,Manager - Digital Strategy & Transformation,Buro Happold,,,manual_import,ai-startup,,0,2026-06-18,no_reply,2026-06-18,
